datetime,open,high,low,close,volume
2025-10-19T08:00:00+00:00,0.18869,0.19073,0.1865,0.18695,13421013.0
2025-10-19T09:00:00+00:00,0.18692,0.19168,0.18602,0.18977,9189895.0
2025-10-19T10:00:00+00:00,0.18979,0.19654,0.18904,0.19417,10998167.0
2025-10-19T11:00:00+00:00,0.19413,0.19568,0.19267,0.19321,8766812.0
2025-10-19T12:00:00+00:00,0.19318,0.19389,0.19254,0.19373,5224012.0
2025-10-19T13:00:00+00:00,0.19378,0.19791,0.19355,0.19721,8979514.0
2025-10-19T14:00:00+00:00,0.1972,0.198,0.19601,0.19773,10456247.0
2025-10-19T15:00:00+00:00,0.19772,0.19796,0.19584,0.19644,7565558.0
2025-10-19T16:00:00+00:00,0.19642,0.19749,0.19537,0.19682,3647112.0
2025-10-19T17:00:00+00:00,0.19686,0.19846,0.19638,0.19664,8543276.0
2025-10-19T18:00:00+00:00,0.19664,0.19748,0.19653,0.19713,3168713.0
2025-10-19T19:00:00+00:00,0.19712,0.19712,0.19602,0.19669,4933812.0
2025-10-19T20:00:00+00:00,0.19673,0.19748,0.19654,0.19727,5579422.0
2025-10-19T21:00:00+00:00,0.19723,0.19736,0.19576,0.19631,16940643.0
2025-10-19T22:00:00+00:00,0.19639,0.19746,0.19616,0.19676,14536619.0
2025-10-19T23:00:00+00:00,0.19677,0.19679,0.19472,0.19527,8776389.0
2025-10-20T00:00:00+00:00,0.19519,0.19519,0.19162,0.19404,11772205.0
2025-10-20T01:00:00+00:00,0.1941,0.19486,0.19347,0.19392,2869380.0
2025-10-20T02:00:00+00:00,0.19391,0.19557,0.19277,0.19484,5870425.0
2025-10-20T03:00:00+00:00,0.19483,0.19987,0.19407,0.19906,5433112.0
2025-10-20T04:00:00+00:00,0.1991,0.20088,0.19909,0.20082,11237881.0
2025-10-20T05:00:00+00:00,0.20083,0.20168,0.20004,0.20116,6479617.0
2025-10-20T06:00:00+00:00,0.20125,0.20238,0.20072,0.20185,3258431.0
2025-10-20T07:00:00+00:00,0.20184,0.2021,0.20069,0.20115,2250054.0
2025-10-20T08:00:00+00:00,0.20114,0.20168,0.19969,0.20044,2572938.0
2025-10-20T09:00:00+00:00,0.20041,0.20104,0.19984,0.20091,2173416.0
2025-10-20T10:00:00+00:00,0.20102,0.20232,0.19973,0.20037,3917199.0
2025-10-20T11:00:00+00:00,0.20039,0.20042,0.19951,0.20019,4749071.0
2025-10-20T12:00:00+00:00,0.20021,0.2008,0.19981,0.20058,4226272.0
2025-10-20T13:00:00+00:00,0.2006,0.20178,0.19989,0.20151,2802929.0
2025-10-20T14:00:00+00:00,0.20147,0.2016,0.19946,0.20123,3979528.0
2025-10-20T15:00:00+00:00,0.20131,0.20185,0.19916,0.19928,7825389.0
2025-10-20T16:00:00+00:00,0.1992,0.19986,0.1958,0.19827,20049862.0
2025-10-20T17:00:00+00:00,0.19826,0.19916,0.19663,0.19803,3192110.0
2025-10-20T18:00:00+00:00,0.19802,0.19871,0.19737,0.1986,5211494.0
2025-10-20T19:00:00+00:00,0.1987,0.20023,0.19767,0.19953,2454101.0
2025-10-20T20:00:00+00:00,0.19956,0.20005,0.19891,0.1998,2372169.0
2025-10-20T21:00:00+00:00,0.19982,0.20061,0.19829,0.1987,3182075.0
2025-10-20T22:00:00+00:00,0.1987,0.20043,0.19843,0.20027,2198880.0
2025-10-20T23:00:00+00:00,0.20026,0.20026,0.1994,0.19995,1218652.0
2025-10-21T00:00:00+00:00,0.19993,0.20061,0.19912,0.20008,1162425.0
2025-10-21T01:00:00+00:00,0.2,0.2,0.19725,0.19811,4979379.0
2025-10-21T02:00:00+00:00,0.19814,0.19814,0.19616,0.19622,2451911.0
2025-10-21T03:00:00+00:00,0.1963,0.19725,0.19582,0.19652,1408107.0
2025-10-21T04:00:00+00:00,0.19648,0.19648,0.19271,0.19308,9639324.0
2025-10-21T05:00:00+00:00,0.1931,0.19386,0.19281,0.19347,1893362.0
2025-10-21T06:00:00+00:00,0.1935,0.19434,0.19299,0.19378,1339537.0
2025-10-21T07:00:00+00:00,0.19374,0.19436,0.19327,0.19416,879597.0
2025-10-21T08:00:00+00:00,0.19406,0.19409,0.19202,0.19309,1756330.0
2025-10-21T09:00:00+00:00,0.19308,0.19376,0.19269,0.19348,1447146.0
2025-10-21T10:00:00+00:00,0.19348,0.19521,0.19307,0.1943,9840455.0
2025-10-21T11:00:00+00:00,0.19428,0.19463,0.1932,0.19443,3504212.0
2025-10-21T12:00:00+00:00,0.19441,0.19634,0.1941,0.19456,2291440.0
2025-10-21T13:00:00+00:00,0.19459,0.1959,0.1937,0.19479,8389218.0
2025-10-21T14:00:00+00:00,0.19485,0.20338,0.19481,0.20296,13310576.0
2025-10-21T15:00:00+00:00,0.20291,0.20548,0.2017,0.20424,20987224.0
2025-10-21T16:00:00+00:00,0.20427,0.20484,0.20026,0.20069,17781426.0
2025-10-21T17:00:00+00:00,0.20076,0.20235,0.19903,0.20138,19337112.0
2025-10-21T18:00:00+00:00,0.20139,0.20187,0.20055,0.20173,15445482.0
2025-10-21T19:00:00+00:00,0.20173,0.20227,0.20104,0.20149,8968170.0
2025-10-21T20:00:00+00:00,0.20143,0.20168,0.19879,0.1995,12831729.0
2025-10-21T21:00:00+00:00,0.1994,0.20034,0.19537,0.19893,28127985.0
2025-10-21T22:00:00+00:00,0.19889,0.19923,0.19484,0.19577,13243908.0
2025-10-21T23:00:00+00:00,0.19573,0.19641,0.19352,0.19385,4061056.0
2025-10-22T00:00:00+00:00,0.19415,0.19528,0.1924,0.1934,4633517.0
2025-10-22T01:00:00+00:00,0.1934,0.19498,0.19331,0.19443,3597185.0
2025-10-22T02:00:00+00:00,0.1945,0.19506,0.19419,0.19423,1764333.0
2025-10-22T03:00:00+00:00,0.19423,0.19423,0.19257,0.19367,2025535.0
2025-10-22T04:00:00+00:00,0.19368,0.19509,0.19361,0.19471,1294326.0
2025-10-22T05:00:00+00:00,0.19472,0.19473,0.1896,0.1917,16561401.0
2025-10-22T06:00:00+00:00,0.19169,0.19202,0.19111,0.19121,3099066.0
2025-10-22T07:00:00+00:00,0.19117,0.19204,0.19035,0.19185,2615466.0
2025-10-22T08:00:00+00:00,0.19184,0.19189,0.19075,0.1914,2444863.0
2025-10-22T09:00:00+00:00,0.1914,0.1916,0.18999,0.19059,1972308.0
2025-10-22T10:00:00+00:00,0.19059,0.19118,0.18972,0.18997,10808060.0
2025-10-22T11:00:00+00:00,0.18998,0.19172,0.18685,0.19086,23732117.0
2025-10-22T12:00:00+00:00,0.19086,0.19222,0.19033,0.19122,5286285.0
2025-10-22T13:00:00+00:00,0.19124,0.19263,0.18992,0.19228,5344202.0
2025-10-22T14:00:00+00:00,0.19229,0.19232,0.18812,0.19218,27226453.0
2025-10-22T15:00:00+00:00,0.19223,0.19333,0.18963,0.19185,23188259.0
2025-10-22T16:00:00+00:00,0.192,0.19294,0.19033,0.19148,12243975.0
2025-10-22T17:00:00+00:00,0.19154,0.19225,0.18997,0.19029,5577472.0
2025-10-22T18:00:00+00:00,0.19029,0.19121,0.18936,0.1905,10057636.0
2025-10-22T19:00:00+00:00,0.1907,0.19209,0.18864,0.19048,13333081.0
2025-10-22T20:00:00+00:00,0.19034,0.19085,0.18886,0.1895,11729967.0
2025-10-22T21:00:00+00:00,0.18946,0.18957,0.1847,0.18746,27331963.0
2025-10-22T22:00:00+00:00,0.1875,0.18865,0.18661,0.18727,4372414.0
2025-10-22T23:00:00+00:00,0.18728,0.1903,0.18722,0.18978,4159573.0
2025-10-23T00:00:00+00:00,0.18978,0.19072,0.18948,0.19032,2784809.0
2025-10-23T01:00:00+00:00,0.19039,0.19143,0.19039,0.19075,1679017.0
2025-10-23T02:00:00+00:00,0.19076,0.19092,0.19034,0.1908,876914.0
2025-10-23T03:00:00+00:00,0.19087,0.19164,0.19073,0.19091,2525595.0
2025-10-23T04:00:00+00:00,0.19097,0.19232,0.19074,0.19146,764507.0
2025-10-23T05:00:00+00:00,0.19163,0.19208,0.19125,0.19203,1045756.0
2025-10-23T06:00:00+00:00,0.19206,0.19478,0.19187,0.19441,4497591.0
2025-10-23T07:00:00+00:00,0.19468,0.19468,0.19308,0.19386,1277617.0
2025-10-23T08:00:00+00:00,0.1939,0.195,0.19388,0.19414,1363097.0
2025-10-23T09:00:00+00:00,0.19413,0.19482,0.19404,0.19475,825602.0
2025-10-23T10:00:00+00:00,0.19482,0.19581,0.19473,0.19476,3582466.0
2025-10-23T11:00:00+00:00,0.19471,0.19482,0.19314,0.19325,1327284.0
2025-10-23T12:00:00+00:00,0.19324,0.19377,0.19144,0.19377,4438681.0
2025-10-23T13:00:00+00:00,0.19374,0.19496,0.1927,0.19408,4436897.0
2025-10-23T14:00:00+00:00,0.19417,0.19478,0.19251,0.1943,4285478.0
2025-10-23T15:00:00+00:00,0.19434,0.19604,0.19406,0.19537,6951102.0
2025-10-23T16:00:00+00:00,0.19542,0.1969,0.19489,0.19674,3275857.0
2025-10-23T17:00:00+00:00,0.19676,0.19729,0.19496,0.19699,25030705.0
2025-10-23T18:00:00+00:00,0.19695,0.19702,0.1953,0.19569,13241596.0
2025-10-23T19:00:00+00:00,0.19572,0.19592,0.19488,0.19577,2721484.0
2025-10-23T20:00:00+00:00,0.19576,0.19578,0.19249,0.19347,14464613.0
2025-10-23T21:00:00+00:00,0.19344,0.1941,0.19306,0.19381,14968569.0
2025-10-23T22:00:00+00:00,0.19377,0.19481,0.19377,0.19449,2304477.0
2025-10-23T23:00:00+00:00,0.19449,0.19478,0.19424,0.19478,1597278.0
2025-10-24T00:00:00+00:00,0.19488,0.19575,0.19426,0.19525,1416294.0
2025-10-24T01:00:00+00:00,0.19522,0.19548,0.1944,0.19535,1710665.0
2025-10-24T02:00:00+00:00,0.19533,0.19573,0.19466,0.19535,976516.0
2025-10-24T03:00:00+00:00,0.19535,0.19546,0.1947,0.19523,640824.0
2025-10-24T04:00:00+00:00,0.19517,0.19811,0.19494,0.19772,2138342.0
2025-10-24T05:00:00+00:00,0.19765,0.19823,0.19711,0.19778,2925768.0
2025-10-24T06:00:00+00:00,0.19772,0.1984,0.19746,0.19828,2975213.0
2025-10-24T07:00:00+00:00,0.19829,0.19838,0.19596,0.19659,2857448.0
